MCS,circle_Area,Total_Surface,dconn_obj,s_avg,s_std,mainmass_surface,inv_mode
0,2253,224,1,0,0,1419,1.01357142857143
1500,62816,8678,143,25.3890328711594,16.2301663978947,12393,0.788709985362439
